id_cmd|id_c|id_v|quantite_et_pdt|date_cmd
1265|35|2|[{id_produit=2, quantite=4}, {id_produit=27, quantite=12}, {id_produit=6, quantite=13}, {id_produit=36, quantite=7}, {id_produit=41, quantite=7}, {id_produit=51, quantite=9}, {id_produit=58, quantite=11}, {id_produit=41, quantite=6}, {id_produit=38, quantite=6}, {id_produit=5, quantite=15}, {id_produit=60, quantite=14}, {id_produit=29, quantite=18}, {id_produit=20, quantite=14}, {id_produit=21, quantite=19}, {id_produit=28, quantite=17}, {id_produit=32, quantite=8}, {id_produit=55, quantite=10}, {id_produit=48, quantite=11}]|09-07-2022
1266|18|5|[{id_produit=2, quantite=10}, {id_produit=29, quantite=17}, {id_produit=52, quantite=5}, {id_produit=42, quantite=3}, {id_produit=12, quantite=7}, {id_produit=10, quantite=12}, {id_produit=21, quantite=16}, {id_produit=22, quantite=15}, {id_produit=53, quantite=16}, {id_produit=42, quantite=20}]|12-06-2021
1267|77|2|[{id_produit=35, quantite=20}, {id_produit=16, quantite=14}, {id_produit=54, quantite=15}, {id_produit=18, quantite=11}, {id_produit=59, quantite=20}, {id_produit=18, quantite=7}, {id_produit=2, quantite=9}, {id_produit=44, quantite=11}, {id_produit=42, quantite=10}]|06-10-2022
1268|1|1|[{id_produit=56, quantite=19}, {id_produit=29, quantite=15}]|24-09-2021
1269|31|4|[{id_produit=36, quantite=17}, {id_produit=15, quantite=9}, {id_produit=40, quantite=10}, {id_produit=51, quantite=6}, {id_produit=3, quantite=13}, {id_produit=13, quantite=19}, {id_produit=60, quantite=8}, {id_produit=21, quantite=4}, {id_produit=56, quantite=4}, {id_produit=1, quantite=10}, {id_produit=32, quantite=20}, {id_produit=11, quantite=11}, {id_produit=51, quantite=9}, {id_produit=55, quantite=13}, {id_produit=45, quantite=13}, {id_produit=45, quantite=18}, {id_produit=23, quantite=1}, {id_produit=18, quantite=14}]|11-03-2021
1270|15|5|[{id_produit=1, quantite=6}, {id_produit=41, quantite=7}, {id_produit=46, quantite=17}, {id_produit=47, quantite=16}, {id_produit=9, quantite=19}, {id_produit=7, quantite=9}, {id_produit=6, quantite=5}, {id_produit=50, quantite=14}, {id_produit=36, quantite=20}, {id_produit=39, quantite=18}, {id_produit=32, quantite=1}, {id_produit=15, quantite=19}, {id_produit=53, quantite=4}, {id_produit=21, quantite=14}, {id_produit=33, quantite=11}, {id_produit=38, quantite=11}, {id_produit=27, quantite=5}]|05-02-2021
1271|14|4|[{id_produit=41, quantite=18}, {id_produit=53, quantite=7}, {id_produit=45, quantite=13}, {id_produit=60, quantite=11}, {id_produit=48, quantite=1}, {id_produit=49, quantite=19}, {id_produit=1, quantite=3}, {id_produit=7, quantite=2}, {id_produit=20, quantite=11}, {id_produit=4, quantite=5}, {id_produit=7, quantite=2}, {id_produit=38, quantite=10}]|25-06-2022
1272|27|5|[{id_produit=3, quantite=8}, {id_produit=17, quantite=8}, {id_produit=48, quantite=6}, {id_produit=1, quantite=19}, {id_produit=3, quantite=13}, {id_produit=16, quantite=7}, {id_produit=28, quantite=7}, {id_produit=42, quantite=15}, {id_produit=25, quantite=12}, {id_produit=3, quantite=5}, {id_produit=15, quantite=20}, {id_produit=44, quantite=9}, {id_produit=28, quantite=14}, {id_produit=60, quantite=10}]|23-08-2021
1273|44|4|[{id_produit=26, quantite=15}, {id_produit=8, quantite=19}, {id_produit=40, quantite=19}, {id_produit=22, quantite=4}, {id_produit=22, quantite=5}, {id_produit=31, quantite=11}, {id_produit=53, quantite=18}, {id_produit=51, quantite=10}]|28-03-2021
1274|42|4|[{id_produit=10, quantite=5}, {id_produit=13, quantite=17}, {id_produit=9, quantite=13}, {id_produit=23, quantite=16}, {id_produit=24, quantite=9}, {id_produit=28, quantite=12}]|15-05-2022
1275|50|1|[{id_produit=12, quantite=14}, {id_produit=24, quantite=16}, {id_produit=58, quantite=15}, {id_produit=60, quantite=3}, {id_produit=4, quantite=13}]|08-12-2021
1276|60|5|[{id_produit=59, quantite=11}, {id_produit=2, quantite=12}]|15-09-2021
1277|34|1|[{id_produit=30, quantite=2}, {id_produit=10, quantite=11}, {id_produit=22, quantite=16}, {id_produit=31, quantite=19}, {id_produit=52, quantite=3}, {id_produit=2, quantite=8}, {id_produit=40, quantite=10}]|04-05-2022
1278|12|5|[{id_produit=59, quantite=5}, {id_produit=41, quantite=13}, {id_produit=59, quantite=14}, {id_produit=43, quantite=11}, {id_produit=23, quantite=4}, {id_produit=45, quantite=18}, {id_produit=13, quantite=8}, {id_produit=47, quantite=13}, {id_produit=48, quantite=9}, {id_produit=36, quantite=20}, {id_produit=52, quantite=18}, {id_produit=47, quantite=2}, {id_produit=58, quantite=13}, {id_produit=56, quantite=9}, {id_produit=13, quantite=13}, {id_produit=32, quantite=18}, {id_produit=19, quantite=6}, {id_produit=6, quantite=6}, {id_produit=40, quantite=2}, {id_produit=22, quantite=16}]|21-07-2022
1279|22|3|[{id_produit=17, quantite=20}, {id_produit=10, quantite=15}, {id_produit=3, quantite=7}, {id_produit=26, quantite=2}, {id_produit=7, quantite=13}, {id_produit=9, quantite=11}, {id_produit=28, quantite=2}, {id_produit=42, quantite=7}, {id_produit=27, quantite=6}, {id_produit=59, quantite=3}, {id_produit=44, quantite=3}, {id_produit=56, quantite=12}]|21-03-2021
1280|84|5|[{id_produit=25, quantite=13}, {id_produit=18, quantite=4}, {id_produit=40, quantite=17}, {id_produit=20, quantite=2}, {id_produit=17, quantite=7}, {id_produit=14, quantite=18}, {id_produit=26, quantite=8}, {id_produit=55, quantite=19}, {id_produit=54, quantite=20}, {id_produit=52, quantite=12}, {id_produit=54, quantite=7}, {id_produit=40, quantite=18}, {id_produit=28, quantite=8}, {id_produit=54, quantite=10}, {id_produit=35, quantite=1}, {id_produit=53, quantite=3}, {id_produit=11, quantite=2}, {id_produit=16, quantite=3}]|23-03-2022
1281|11|4|[{id_produit=17, quantite=9}, {id_produit=29, quantite=14}, {id_produit=43, quantite=18}, {id_produit=28, quantite=12}, {id_produit=58, quantite=10}, {id_produit=44, quantite=6}, {id_produit=5, quantite=14}, {id_produit=55, quantite=1}, {id_produit=24, quantite=18}, {id_produit=12, quantite=14}, {id_produit=59, quantite=7}, {id_produit=1, quantite=13}, {id_produit=42, quantite=2}, {id_produit=10, quantite=3}, {id_produit=55, quantite=2}, {id_produit=17, quantite=19}, {id_produit=8, quantite=8}, {id_produit=55, quantite=17}, {id_produit=35, quantite=2}]|19-06-2022
1282|35|3|[{id_produit=2, quantite=14}, {id_produit=3, quantite=4}, {id_produit=37, quantite=3}, {id_produit=9, quantite=1}, {id_produit=12, quantite=12}, {id_produit=2, quantite=4}, {id_produit=5, quantite=14}, {id_produit=11, quantite=8}, {id_produit=16, quantite=5}, {id_produit=25, quantite=11}, {id_produit=20, quantite=16}, {id_produit=56, quantite=2}]|22-05-2021
1283|97|4|[{id_produit=55, quantite=4}, {id_produit=42, quantite=1}, {id_produit=18, quantite=7}, {id_produit=20, quantite=9}, {id_produit=17, quantite=10}, {id_produit=54, quantite=7}, {id_produit=44, quantite=12}, {id_produit=51, quantite=8}, {id_produit=50, quantite=4}, {id_produit=46, quantite=15}, {id_produit=29, quantite=19}, {id_produit=23, quantite=7}, {id_produit=39, quantite=17}, {id_produit=36, quantite=3}, {id_produit=52, quantite=1}, {id_produit=52, quantite=7}, {id_produit=54, quantite=1}]|01-04-2022
1284|25|2|[{id_produit=17, quantite=16}, {id_produit=21, quantite=8}, {id_produit=2, quantite=3}, {id_produit=49, quantite=2}, {id_produit=20, quantite=15}, {id_produit=43, quantite=10}, {id_produit=1, quantite=5}, {id_produit=30, quantite=20}, {id_produit=26, quantite=5}, {id_produit=13, quantite=3}, {id_produit=43, quantite=10}, {id_produit=12, quantite=18}, {id_produit=17, quantite=3}, {id_produit=35, quantite=3}, {id_produit=16, quantite=6}, {id_produit=16, quantite=10}]|22-06-2022
1285|5|2|[{id_produit=20, quantite=20}, {id_produit=31, quantite=6}, {id_produit=36, quantite=13}, {id_produit=19, quantite=7}, {id_produit=37, quantite=20}, {id_produit=5, quantite=6}, {id_produit=13, quantite=15}, {id_produit=2, quantite=15}, {id_produit=11, quantite=5}, {id_produit=9, quantite=2}, {id_produit=54, quantite=4}, {id_produit=13, quantite=6}, {id_produit=19, quantite=8}, {id_produit=3, quantite=3}, {id_produit=52, quantite=10}, {id_produit=59, quantite=3}, {id_produit=19, quantite=10}, {id_produit=36, quantite=17}]|24-06-2022
1286|95|2|[{id_produit=58, quantite=8}, {id_produit=25, quantite=5}, {id_produit=31, quantite=7}, {id_produit=42, quantite=14}, {id_produit=20, quantite=16}]|05-06-2021
1287|91|5|[{id_produit=37, quantite=5}, {id_produit=25, quantite=11}, {id_produit=42, quantite=11}, {id_produit=45, quantite=12}, {id_produit=8, quantite=10}, {id_produit=28, quantite=2}, {id_produit=49, quantite=8}, {id_produit=21, quantite=20}]|09-07-2021
1288|73|1|[{id_produit=33, quantite=15}, {id_produit=29, quantite=18}, {id_produit=14, quantite=18}, {id_produit=11, quantite=8}, {id_produit=11, quantite=1}, {id_produit=14, quantite=3}, {id_produit=14, quantite=6}, {id_produit=58, quantite=6}]|20-07-2021
1289|40|2|[{id_produit=57, quantite=7}, {id_produit=5, quantite=3}, {id_produit=47, quantite=20}, {id_produit=53, quantite=17}]|30-11-2022
1290|62|4|[{id_produit=34, quantite=4}, {id_produit=15, quantite=16}, {id_produit=59, quantite=18}]|02-04-2021
1291|54|4|[{id_produit=14, quantite=12}, {id_produit=4, quantite=9}, {id_produit=20, quantite=6}, {id_produit=21, quantite=6}, {id_produit=15, quantite=11}, {id_produit=24, quantite=18}, {id_produit=50, quantite=13}, {id_produit=32, quantite=15}]|26-07-2022
1292|57|5|[{id_produit=15, quantite=1}, {id_produit=7, quantite=10}]|06-08-2021
1293|95|4|[{id_produit=25, quantite=4}, {id_produit=10, quantite=19}, {id_produit=23, quantite=11}, {id_produit=57, quantite=15}, {id_produit=12, quantite=2}, {id_produit=41, quantite=11}, {id_produit=24, quantite=15}, {id_produit=38, quantite=10}, {id_produit=20, quantite=12}, {id_produit=26, quantite=3}, {id_produit=24, quantite=15}, {id_produit=53, quantite=1}, {id_produit=40, quantite=7}, {id_produit=9, quantite=19}, {id_produit=34, quantite=8}]|05-04-2021
1294|62|2|[{id_produit=39, quantite=4}, {id_produit=57, quantite=4}, {id_produit=48, quantite=7}, {id_produit=23, quantite=6}, {id_produit=28, quantite=6}, {id_produit=34, quantite=10}, {id_produit=10, quantite=9}, {id_produit=31, quantite=1}, {id_produit=30, quantite=1}]|17-04-2022
1295|85|1|[{id_produit=22, quantite=17}, {id_produit=27, quantite=20}, {id_produit=4, quantite=3}, {id_produit=53, quantite=18}, {id_produit=36, quantite=3}, {id_produit=49, quantite=5}, {id_produit=20, quantite=6}, {id_produit=35, quantite=2}, {id_produit=45, quantite=6}, {id_produit=15, quantite=8}, {id_produit=31, quantite=15}, {id_produit=4, quantite=8}]|09-05-2022
1296|3|5|[{id_produit=41, quantite=15}, {id_produit=59, quantite=20}, {id_produit=59, quantite=6}, {id_produit=32, quantite=18}, {id_produit=53, quantite=9}, {id_produit=47, quantite=20}, {id_produit=20, quantite=5}, {id_produit=48, quantite=1}, {id_produit=40, quantite=13}, {id_produit=39, quantite=17}, {id_produit=55, quantite=11}, {id_produit=45, quantite=18}, {id_produit=9, quantite=20}, {id_produit=13, quantite=2}]|26-07-2022
1297|81|1|[{id_produit=45, quantite=14}, {id_produit=38, quantite=17}, {id_produit=54, quantite=9}, {id_produit=36, quantite=8}, {id_produit=51, quantite=8}, {id_produit=54, quantite=17}, {id_produit=15, quantite=4}, {id_produit=27, quantite=6}, {id_produit=58, quantite=2}, {id_produit=42, quantite=3}, {id_produit=59, quantite=13}, {id_produit=14, quantite=10}, {id_produit=12, quantite=16}, {id_produit=33, quantite=4}]|28-04-2021
1298|80|2|[{id_produit=45, quantite=12}, {id_produit=53, quantite=20}, {id_produit=48, quantite=17}, {id_produit=30, quantite=20}, {id_produit=25, quantite=13}, {id_produit=13, quantite=17}, {id_produit=52, quantite=3}, {id_produit=23, quantite=14}, {id_produit=58, quantite=13}, {id_produit=54, quantite=2}, {id_produit=3, quantite=16}, {id_produit=29, quantite=12}, {id_produit=54, quantite=11}, {id_produit=18, quantite=13}, {id_produit=13, quantite=13}, {id_produit=60, quantite=14}, {id_produit=50, quantite=15}, {id_produit=50, quantite=7}]|03-10-2021
1299|99|1|[{id_produit=52, quantite=9}, {id_produit=26, quantite=7}, {id_produit=39, quantite=2}, {id_produit=54, quantite=8}, {id_produit=6, quantite=2}, {id_produit=9, quantite=1}, {id_produit=53, quantite=18}, {id_produit=43, quantite=9}, {id_produit=18, quantite=16}, {id_produit=58, quantite=1}, {id_produit=55, quantite=6}, {id_produit=23, quantite=16}, {id_produit=34, quantite=5}, {id_produit=33, quantite=4}, {id_produit=54, quantite=7}]|18-03-2022
1300|43|5|[{id_produit=8, quantite=4}, {id_produit=26, quantite=1}, {id_produit=35, quantite=5}, {id_produit=35, quantite=4}, {id_produit=28, quantite=7}, {id_produit=50, quantite=20}, {id_produit=15, quantite=5}, {id_produit=8, quantite=18}, {id_produit=12, quantite=3}, {id_produit=42, quantite=19}, {id_produit=13, quantite=8}, {id_produit=4, quantite=9}]|04-07-2021
1301|84|4|[{id_produit=60, quantite=10}, {id_produit=1, quantite=7}, {id_produit=22, quantite=12}, {id_produit=14, quantite=4}, {id_produit=1, quantite=12}, {id_produit=43, quantite=4}, {id_produit=31, quantite=5}, {id_produit=38, quantite=11}, {id_produit=44, quantite=15}, {id_produit=37, quantite=16}, {id_produit=56, quantite=13}, {id_produit=46, quantite=6}, {id_produit=6, quantite=3}, {id_produit=25, quantite=13}, {id_produit=17, quantite=9}, {id_produit=60, quantite=2}, {id_produit=12, quantite=18}, {id_produit=18, quantite=11}, {id_produit=45, quantite=4}, {id_produit=47, quantite=3}]|23-01-2022
1302|10|2|[{id_produit=34, quantite=1}, {id_produit=25, quantite=1}, {id_produit=31, quantite=9}]|03-02-2022
1303|12|1|[{id_produit=48, quantite=17}, {id_produit=31, quantite=3}, {id_produit=24, quantite=11}]|20-04-2022
1304|72|4|[{id_produit=25, quantite=20}, {id_produit=9, quantite=7}, {id_produit=16, quantite=11}, {id_produit=52, quantite=20}, {id_produit=37, quantite=10}, {id_produit=43, quantite=6}]|18-08-2022
1305|12|3|[{id_produit=31, quantite=1}, {id_produit=8, quantite=1}, {id_produit=15, quantite=7}, {id_produit=10, quantite=10}, {id_produit=6, quantite=13}, {id_produit=8, quantite=7}, {id_produit=45, quantite=1}, {id_produit=42, quantite=9}, {id_produit=41, quantite=10}, {id_produit=32, quantite=17}, {id_produit=1, quantite=14}, {id_produit=7, quantite=12}, {id_produit=19, quantite=13}, {id_produit=53, quantite=9}]|06-10-2021
1306|53|5|[{id_produit=16, quantite=4}, {id_produit=45, quantite=15}, {id_produit=32, quantite=5}, {id_produit=58, quantite=5}, {id_produit=9, quantite=13}, {id_produit=27, quantite=3}, {id_produit=31, quantite=15}, {id_produit=31, quantite=16}, {id_produit=24, quantite=10}, {id_produit=22, quantite=19}, {id_produit=49, quantite=3}, {id_produit=15, quantite=3}, {id_produit=16, quantite=17}, {id_produit=13, quantite=14}]|19-05-2022
1307|99|5|[{id_produit=28, quantite=13}, {id_produit=47, quantite=11}, {id_produit=4, quantite=18}, {id_produit=24, quantite=2}, {id_produit=24, quantite=11}, {id_produit=24, quantite=3}, {id_produit=33, quantite=10}, {id_produit=60, quantite=2}, {id_produit=37, quantite=11}, {id_produit=11, quantite=10}, {id_produit=4, quantite=12}, {id_produit=13, quantite=10}, {id_produit=29, quantite=3}, {id_produit=55, quantite=3}, {id_produit=29, quantite=6}, {id_produit=34, quantite=19}]|14-02-2021
1308|82|4|[{id_produit=31, quantite=8}, {id_produit=1, quantite=12}, {id_produit=10, quantite=18}, {id_produit=10, quantite=19}, {id_produit=28, quantite=9}, {id_produit=54, quantite=5}, {id_produit=9, quantite=2}, {id_produit=20, quantite=18}, {id_produit=19, quantite=19}, {id_produit=9, quantite=1}, {id_produit=37, quantite=1}, {id_produit=41, quantite=2}, {id_produit=8, quantite=4}, {id_produit=38, quantite=1}, {id_produit=49, quantite=10}]|04-08-2021
1309|45|4|[{id_produit=16, quantite=2}, {id_produit=21, quantite=17}, {id_produit=8, quantite=7}, {id_produit=40, quantite=16}, {id_produit=51, quantite=11}, {id_produit=38, quantite=14}, {id_produit=21, quantite=16}, {id_produit=41, quantite=19}, {id_produit=6, quantite=16}]|16-01-2022
1310|59|1|[{id_produit=6, quantite=1}, {id_produit=29, quantite=19}, {id_produit=52, quantite=19}, {id_produit=12, quantite=11}]|09-01-2022
1311|27|1|[{id_produit=12, quantite=13}, {id_produit=2, quantite=9}, {id_produit=51, quantite=11}, {id_produit=29, quantite=16}, {id_produit=19, quantite=4}, {id_produit=9, quantite=20}, {id_produit=32, quantite=2}, {id_produit=37, quantite=4}, {id_produit=21, quantite=5}, {id_produit=26, quantite=18}]|13-05-2022
1312|51|2|[{id_produit=5, quantite=19}, {id_produit=44, quantite=15}, {id_produit=18, quantite=4}, {id_produit=23, quantite=1}, {id_produit=14, quantite=9}, {id_produit=18, quantite=20}, {id_produit=4, quantite=4}, {id_produit=7, quantite=16}, {id_produit=8, quantite=13}, {id_produit=38, quantite=6}, {id_produit=2, quantite=9}, {id_produit=45, quantite=8}, {id_produit=55, quantite=19}]|16-01-2022
1313|62|5|[{id_produit=36, quantite=12}, {id_produit=10, quantite=6}, {id_produit=45, quantite=11}, {id_produit=11, quantite=18}, {id_produit=40, quantite=20}, {id_produit=37, quantite=5}]|30-08-2021
1314|86|4|[{id_produit=31, quantite=15}, {id_produit=13, quantite=7}, {id_produit=15, quantite=16}, {id_produit=12, quantite=11}, {id_produit=60, quantite=16}, {id_produit=23, quantite=3}, {id_produit=23, quantite=16}, {id_produit=28, quantite=2}, {id_produit=24, quantite=4}, {id_produit=37, quantite=12}, {id_produit=52, quantite=16}, {id_produit=60, quantite=11}, {id_produit=30, quantite=3}, {id_produit=55, quantite=10}, {id_produit=23, quantite=19}]|02-07-2022
1315|28|2|[{id_produit=57, quantite=1}, {id_produit=27, quantite=18}, {id_produit=39, quantite=19}, {id_produit=43, quantite=18}, {id_produit=12, quantite=3}, {id_produit=25, quantite=12}]|13-04-2021
1316|54|2|[{id_produit=32, quantite=1}, {id_produit=42, quantite=10}, {id_produit=27, quantite=14}, {id_produit=39, quantite=19}, {id_produit=40, quantite=18}, {id_produit=49, quantite=19}]|13-08-2022
1317|75|5|[{id_produit=14, quantite=1}, {id_produit=16, quantite=12}, {id_produit=33, quantite=13}, {id_produit=3, quantite=1}, {id_produit=43, quantite=5}, {id_produit=58, quantite=7}, {id_produit=6, quantite=8}, {id_produit=8, quantite=15}, {id_produit=42, quantite=19}, {id_produit=29, quantite=9}, {id_produit=33, quantite=15}, {id_produit=3, quantite=16}, {id_produit=48, quantite=1}, {id_produit=36, quantite=13}, {id_produit=3, quantite=19}]|29-12-2021
1318|94|2|[{id_produit=15, quantite=20}, {id_produit=49, quantite=5}, {id_produit=26, quantite=6}]|08-05-2021
1319|72|4|[{id_produit=49, quantite=17}, {id_produit=54, quantite=17}, {id_produit=7, quantite=19}, {id_produit=27, quantite=3}, {id_produit=55, quantite=3}, {id_produit=25, quantite=1}, {id_produit=44, quantite=2}, {id_produit=23, quantite=7}, {id_produit=28, quantite=15}, {id_produit=16, quantite=17}, {id_produit=15, quantite=20}, {id_produit=36, quantite=7}, {id_produit=30, quantite=6}, {id_produit=9, quantite=7}, {id_produit=55, quantite=2}, {id_produit=13, quantite=4}]|15-12-2021
1320|2|3|[{id_produit=58, quantite=20}, {id_produit=33, quantite=17}, {id_produit=60, quantite=20}, {id_produit=23, quantite=10}, {id_produit=7, quantite=12}]|14-09-2022
1321|71|1|[{id_produit=53, quantite=19}, {id_produit=26, quantite=17}, {id_produit=49, quantite=3}]|09-07-2022
1322|10|2|[{id_produit=26, quantite=16}, {id_produit=19, quantite=3}, {id_produit=33, quantite=12}, {id_produit=18, quantite=1}, {id_produit=52, quantite=6}, {id_produit=21, quantite=12}, {id_produit=14, quantite=2}, {id_produit=39, quantite=16}, {id_produit=24, quantite=8}, {id_produit=30, quantite=13}, {id_produit=6, quantite=3}, {id_produit=16, quantite=10}, {id_produit=25, quantite=10}]|22-05-2022
1323|35|4|[{id_produit=56, quantite=13}, {id_produit=49, quantite=1}, {id_produit=17, quantite=20}, {id_produit=48, quantite=8}, {id_produit=46, quantite=11}, {id_produit=22, quantite=17}, {id_produit=60, quantite=18}, {id_produit=2, quantite=16}, {id_produit=21, quantite=13}, {id_produit=9, quantite=17}, {id_produit=16, quantite=17}, {id_produit=50, quantite=10}, {id_produit=2, quantite=10}, {id_produit=30, quantite=14}, {id_produit=53, quantite=1}, {id_produit=27, quantite=12}, {id_produit=43, quantite=5}, {id_produit=48, quantite=10}]|14-10-2022
1324|65|4|[{id_produit=40, quantite=2}, {id_produit=60, quantite=4}, {id_produit=37, quantite=3}, {id_produit=33, quantite=6}, {id_produit=19, quantite=8}, {id_produit=58, quantite=10}, {id_produit=24, quantite=13}, {id_produit=10, quantite=7}, {id_produit=28, quantite=7}, {id_produit=45, quantite=8}, {id_produit=10, quantite=11}, {id_produit=20, quantite=18}]|06-08-2022
1325|58|2|[{id_produit=11, quantite=12}, {id_produit=49, quantite=13}, {id_produit=35, quantite=15}, {id_produit=52, quantite=12}, {id_produit=39, quantite=17}, {id_produit=46, quantite=2}, {id_produit=59, quantite=8}, {id_produit=16, quantite=14}, {id_produit=25, quantite=5}, {id_produit=10, quantite=11}, {id_produit=34, quantite=11}, {id_produit=38, quantite=10}, {id_produit=3, quantite=2}, {id_produit=55, quantite=3}, {id_produit=19, quantite=18}]|08-07-2021
1326|72|5|[{id_produit=46, quantite=1}, {id_produit=5, quantite=8}, {id_produit=1, quantite=3}, {id_produit=25, quantite=10}]|02-11-2021
1327|13|1|[{id_produit=37, quantite=8}, {id_produit=10, quantite=6}, {id_produit=10, quantite=19}, {id_produit=28, quantite=15}, {id_produit=13, quantite=12}, {id_produit=41, quantite=1}, {id_produit=5, quantite=9}, {id_produit=5, quantite=18}, {id_produit=27, quantite=13}, {id_produit=16, quantite=12}]|27-10-2021
1328|4|5|[{id_produit=58, quantite=6}, {id_produit=24, quantite=3}, {id_produit=49, quantite=16}, {id_produit=10, quantite=1}, {id_produit=25, quantite=11}, {id_produit=8, quantite=18}, {id_produit=13, quantite=4}, {id_produit=47, quantite=11}, {id_produit=30, quantite=10}, {id_produit=31, quantite=15}, {id_produit=48, quantite=7}]|23-06-2021
1329|84|1|[{id_produit=43, quantite=1}, {id_produit=45, quantite=9}, {id_produit=9, quantite=17}]|01-12-2022
1330|22|3|[{id_produit=27, quantite=10}, {id_produit=25, quantite=2}, {id_produit=49, quantite=13}, {id_produit=8, quantite=18}, {id_produit=50, quantite=11}, {id_produit=14, quantite=12}, {id_produit=17, quantite=16}, {id_produit=24, quantite=7}, {id_produit=10, quantite=1}, {id_produit=31, quantite=19}, {id_produit=25, quantite=7}, {id_produit=33, quantite=18}, {id_produit=44, quantite=20}, {id_produit=48, quantite=18}, {id_produit=5, quantite=17}, {id_produit=42, quantite=11}, {id_produit=27, quantite=4}, {id_produit=14, quantite=18}, {id_produit=32, quantite=17}, {id_produit=33, quantite=17}]|05-09-2021
1331|76|1|[{id_produit=58, quantite=17}, {id_produit=40, quantite=4}]|21-02-2022
1332|96|4|[{id_produit=35, quantite=6}]|19-03-2022
1333|35|3|[{id_produit=53, quantite=15}, {id_produit=21, quantite=13}]|12-06-2021
1334|41|4|[{id_produit=42, quantite=13}, {id_produit=58, quantite=17}, {id_produit=5, quantite=9}, {id_produit=29, quantite=12}, {id_produit=7, quantite=9}, {id_produit=7, quantite=9}, {id_produit=14, quantite=3}, {id_produit=4, quantite=5}, {id_produit=50, quantite=13}, {id_produit=6, quantite=1}, {id_produit=57, quantite=10}, {id_produit=8, quantite=6}, {id_produit=35, quantite=15}, {id_produit=49, quantite=3}, {id_produit=44, quantite=12}, {id_produit=28, quantite=18}, {id_produit=3, quantite=12}, {id_produit=5, quantite=15}, {id_produit=51, quantite=9}]|25-12-2021
1335|39|3|[{id_produit=23, quantite=12}, {id_produit=37, quantite=6}, {id_produit=2, quantite=10}, {id_produit=38, quantite=9}, {id_produit=28, quantite=8}, {id_produit=42, quantite=15}, {id_produit=58, quantite=4}, {id_produit=58, quantite=10}, {id_produit=36, quantite=20}]|23-01-2022
1336|87|4|[{id_produit=30, quantite=7}, {id_produit=2, quantite=20}, {id_produit=7, quantite=11}, {id_produit=2, quantite=5}, {id_produit=6, quantite=4}, {id_produit=30, quantite=1}, {id_produit=34, quantite=16}, {id_produit=56, quantite=10}, {id_produit=9, quantite=10}, {id_produit=43, quantite=5}, {id_produit=30, quantite=1}, {id_produit=14, quantite=14}, {id_produit=3, quantite=17}, {id_produit=28, quantite=10}, {id_produit=59, quantite=2}, {id_produit=6, quantite=9}, {id_produit=21, quantite=20}, {id_produit=21, quantite=10}]|25-01-2021
1337|51|4|[{id_produit=45, quantite=6}, {id_produit=12, quantite=13}, {id_produit=27, quantite=11}, {id_produit=57, quantite=2}, {id_produit=2, quantite=3}, {id_produit=27, quantite=10}, {id_produit=25, quantite=1}, {id_produit=8, quantite=8}, {id_produit=43, quantite=11}, {id_produit=52, quantite=9}, {id_produit=60, quantite=8}, {id_produit=46, quantite=18}]|19-04-2022
1338|40|5|[{id_produit=36, quantite=10}, {id_produit=45, quantite=6}, {id_produit=41, quantite=18}, {id_produit=43, quantite=12}, {id_produit=26, quantite=3}, {id_produit=40, quantite=1}, {id_produit=51, quantite=1}, {id_produit=32, quantite=12}, {id_produit=34, quantite=19}, {id_produit=36, quantite=9}, {id_produit=27, quantite=19}, {id_produit=59, quantite=5}, {id_produit=24, quantite=12}, {id_produit=7, quantite=7}, {id_produit=22, quantite=18}, {id_produit=25, quantite=5}, {id_produit=22, quantite=1}]|11-06-2021
1339|84|5|[{id_produit=15, quantite=6}, {id_produit=42, quantite=6}, {id_produit=25, quantite=13}]|16-09-2022
1340|13|3|[{id_produit=25, quantite=5}, {id_produit=2, quantite=7}, {id_produit=34, quantite=8}, {id_produit=58, quantite=1}, {id_produit=37, quantite=16}, {id_produit=9, quantite=13}, {id_produit=2, quantite=7}, {id_produit=37, quantite=16}, {id_produit=11, quantite=15}]|13-12-2022
1341|70|2|[{id_produit=21, quantite=5}, {id_produit=39, quantite=15}, {id_produit=21, quantite=18}, {id_produit=17, quantite=18}, {id_produit=35, quantite=3}, {id_produit=22, quantite=20}, {id_produit=54, quantite=1}, {id_produit=18, quantite=20}, {id_produit=16, quantite=2}, {id_produit=14, quantite=17}, {id_produit=15, quantite=8}, {id_produit=29, quantite=16}, {id_produit=49, quantite=9}]|01-11-2021
1342|57|1|[{id_produit=21, quantite=20}, {id_produit=52, quantite=4}, {id_produit=9, quantite=9}, {id_produit=10, quantite=4}, {id_produit=38, quantite=7}, {id_produit=4, quantite=18}, {id_produit=24, quantite=11}, {id_produit=42, quantite=19}, {id_produit=3, quantite=2}, {id_produit=52, quantite=6}, {id_produit=13, quantite=18}, {id_produit=10, quantite=1}, {id_produit=25, quantite=2}, {id_produit=4, quantite=2}, {id_produit=4, quantite=16}, {id_produit=2, quantite=13}, {id_produit=47, quantite=14}, {id_produit=46, quantite=9}, {id_produit=37, quantite=9}]|15-09-2022
